Model,MDO3012
Firmware Version,1.26

Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,0.0002,,,Horizontal Scale,0.0002
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,2e-07,,,Sample Interval,2e-07
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,0.01,,Probe Attenuation,1
Vertical Units,V,A,,Vertical Units,W
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,0.01,,Vertical Scale,0.2
Vertical Position,-0.02,-0.02,,Vertical Position,-0.0961381
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,"MATH<CH1*CH2>"
-9.3880e-04,2.38687,-0.0200875,,-9.3880e-04,-0.0479286
-9.3860e-04,2.38437,-0.0200094,,-9.3860e-04,-0.0477099
-9.3840e-04,2.38516,-0.0200734,,-9.3840e-04,-0.0478661
-9.3820e-04,2.39094,-0.0201063,,-9.3820e-04,-0.0475849
-9.3800e-04,2.38891,-0.0200094,,-9.3800e-04,-0.0479286
-9.3780e-04,2.38891,-0.0200703,,-9.3780e-04,-0.0477411
-9.3760e-04,2.38469,-0.0200969,,-9.3760e-04,-0.0478036
-9.3740e-04,2.3875,-0.0200422,,-9.3740e-04,-0.0480536
-9.3720e-04,2.39844,-0.0199875,,-9.3720e-04,-0.0479286
-9.3700e-04,2.38641,-0.0200219,,-9.3700e-04,-0.0479286
-9.3680e-04,2.39312,-0.0199828,,-9.3680e-04,-0.0478036
-9.3660e-04,2.38437,-0.0200531,,-9.3660e-04,-0.0479599
-9.3640e-04,2.38328,-0.0200031,,-9.3640e-04,-0.0478349
-9.3620e-04,2.39141,-0.0200609,,-9.3620e-04,-0.0478974
-9.3600e-04,2.38875,-0.0200953,,-9.3600e-04,-0.0477411
-9.3580e-04,2.38734,-0.0201125,,-9.3580e-04,-0.0479911
-9.3560e-04,2.39172,-0.0200313,,-9.3560e-04,-0.0479599
-9.3540e-04,2.38672,-0.0200844,,-9.3540e-04,-0.0478036
-9.3520e-04,2.38984,-0.0200016,,-9.3520e-04,-0.0480849
-9.3500e-04,2.38844,-0.0200203,,-9.3500e-04,-0.0477724
-9.3480e-04,2.38641,-0.0200203,,-9.3480e-04,-0.0478036
-9.3460e-04,2.38219,-0.0200391,,-9.3460e-04,-0.0477724
-9.3440e-04,2.38984,-0.0200531,,-9.3440e-04,-0.0477411
-9.3420e-04,2.38828,-0.0200016,,-9.3420e-04,-0.0480224
-9.3400e-04,2.38406,-0.020075,,-9.3400e-04,-0.0478349
-9.3380e-04,2.38172,-0.0200156,,-9.3380e-04,-0.0479599
-9.3360e-04,2.38234,-0.0200281,,-9.3360e-04,-0.0477724
-9.3340e-04,2.38594,-0.0200281,,-9.3340e-04,-0.0478974
-9.3320e-04,2.38969,-0.0200313,,-9.3320e-04,-0.0479599
-9.3300e-04,2.38766,-0.0199609,,-9.3300e-04,-0.0478036
-9.3280e-04,2.38016,-0.0199578,,-9.3280e-04,-0.0478349
-9.3260e-04,2.38828,-0.0200172,,-9.3260e-04,-0.0478661
-9.3240e-04,2.38297,-0.0200516,,-9.3240e-04,-0.0479599
-9.3220e-04,2.37953,-0.0200422,,-9.3220e-04,-0.0478349
-9.3200e-04,2.38563,-0.0200094,,-9.3200e-04,-0.0478974
-9.3180e-04,2.3875,-0.0200328,,-9.3180e-04,-0.0476474
-9.3160e-04,2.38797,-0.0200422,,-9.3160e-04,-0.0477411
-9.3140e-04,2.38344,-0.0200672,,-9.3140e-04,-0.0477099
-9.3120e-04,2.38437,-0.0200172,,-9.3120e-04,-0.0479911
-9.3100e-04,2.38031,-0.0200156,,-9.3100e-04,-0.0480536
-9.3080e-04,2.38797,-0.0200906,,-9.3080e-04,-0.0480536
-9.3060e-04,2.39203,-0.0200453,,-9.3060e-04,-0.0478661
-9.3040e-04,2.39641,-0.020075,,-9.3040e-04,-0.0476161
-9.3020e-04,2.385,-0.0200391,,-9.3020e-04,-0.0479286
-9.3000e-04,2.38891,-0.02005,,-9.3000e-04,-0.0478036
-9.2980e-04,2.38906,-0.0200766,,-9.2980e-04,-0.0478036
-9.2960e-04,2.385,-0.0200359,,-9.2960e-04,-0.0478349
-9.2940e-04,2.38531,-0.0200469,,-9.2940e-04,-0.0478349
-9.2920e-04,2.39078,-0.0200266,,-9.2920e-04,-0.0479286
-9.2900e-04,2.38406,-0.0200141,,-9.2900e-04,-0.0481474
-9.2880e-04,2.38641,-0.0199438,,-9.2880e-04,-0.0478036
-9.2860e-04,2.39,-0.0199859,,-9.2860e-04,-0.0480849
-9.2840e-04,2.38813,-0.0199391,,-9.2840e-04,-0.0479286
-9.2820e-04,2.38406,-0.0200875,,-9.2820e-04,-0.0478661
-9.2800e-04,2.39531,-0.0200625,,-9.2800e-04,-0.0478661
-9.2780e-04,2.38609,-0.0199891,,-9.2780e-04,-0.0478974
-9.2760e-04,2.3925,-0.0200422,,-9.2760e-04,-0.0476786
-9.2740e-04,2.37766,-0.0201422,,-9.2740e-04,-0.0476786
-9.2720e-04,2.38656,-0.02005,,-9.2720e-04,-0.0478974
-9.2700e-04,2.38063,-0.0200875,,-9.2700e-04,-0.0480224
-9.2680e-04,2.38234,-0.0199594,,-9.2680e-04,-0.0478349
-9.2660e-04,2.38563,-0.0199938,,-9.2660e-04,-0.0478974
-9.2640e-04,2.39219,-0.0200391,,-9.2640e-04,-0.0476474
-9.2620e-04,2.3825,-0.0200188,,-9.2620e-04,-0.0476786
-9.2600e-04,2.38406,-0.0199938,,-9.2600e-04,-0.0478661
-9.2580e-04,2.38406,-0.0200578,,-9.2580e-04,-0.0475536
-9.2560e-04,2.38125,-0.0200688,,-9.2560e-04,-0.0476474
-9.2540e-04,2.38687,-0.0200203,,-9.2540e-04,-0.0477411
-9.2520e-04,2.39172,-0.0200281,,-9.2520e-04,-0.0478974
-9.2500e-04,2.39906,-0.020025,,-9.2500e-04,-0.0479599
-9.2480e-04,2.3875,-0.0200391,,-9.2480e-04,-0.0478036
-9.2460e-04,2.38109,-0.0199859,,-9.2460e-04,-0.0479286
-9.2440e-04,2.38563,-0.0200391,,-9.2440e-04,-0.0480224
-9.2420e-04,2.38375,-0.0200672,,-9.2420e-04,-0.0479599
-9.2400e-04,2.38813,-0.0199781,,-9.2400e-04,-0.0480536
-9.2380e-04,2.37922,-0.0199969,,-9.2380e-04,-0.0476161
-9.2360e-04,2.39469,-0.0200703,,-9.2360e-04,-0.0479599
-9.2340e-04,2.38828,-0.0200672,,-9.2340e-04,-0.0479599
-9.2320e-04,2.38797,-0.0199953,,-9.2320e-04,-0.0479911
-9.2300e-04,2.39328,-0.0199484,,-9.2300e-04,-0.0480224
-9.2280e-04,2.38969,-0.0200141,,-9.2280e-04,-0.0478974
-9.2260e-04,2.38297,-0.0200766,,-9.2260e-04,-0.0475849
-9.2240e-04,2.38437,-0.0199109,,-9.2240e-04,-0.0479911
-9.2220e-04,2.37828,-0.0200266,,-9.2220e-04,-0.0476786
-9.2200e-04,2.38766,-0.0200469,,-9.2200e-04,-0.0478974
-9.2180e-04,2.3875,-0.0200906,,-9.2180e-04,-0.0479599
-9.2160e-04,2.38531,-0.0200203,,-9.2160e-04,-0.0477724
-9.2140e-04,2.38922,-0.0199859,,-9.2140e-04,-0.0475849
-9.2120e-04,2.38422,-0.0199641,,-9.2120e-04,-0.0478349
-9.2100e-04,2.39328,-0.02005,,-9.2100e-04,-0.0478349
-9.2080e-04,2.37844,-0.0200922,,-9.2080e-04,-0.0479286
-9.2060e-04,2.38703,-0.0200547,,-9.2060e-04,-0.0477724
-9.2040e-04,2.39,-0.0199578,,-9.2040e-04,-0.0478036
-9.2020e-04,2.38313,-0.01995,,-9.2020e-04,-0.0477724
-9.2000e-04,2.38641,-0.0200047,,-9.2000e-04,-0.0478349
-9.1980e-04,2.38703,-0.0199969,,-9.1980e-04,-0.0475536
-9.1960e-04,2.37969,-0.0200844,,-9.1960e-04,-0.0480224
-9.1940e-04,2.385,-0.0200281,,-9.1940e-04,-0.0481161
-9.1920e-04,2.38531,-0.0200406,,-9.1920e-04,-0.0476474
-9.1900e-04,2.39109,-0.0200125,,-9.1900e-04,-0.0480224
-9.1880e-04,2.38266,-0.0199875,,-9.1880e-04,-0.0479911
-9.1860e-04,2.37859,-0.0200813,,-9.1860e-04,-0.0481474
-9.1840e-04,2.38469,-0.0199734,,-9.1840e-04,-0.0478036
-9.1820e-04,2.38109,-0.0200484,,-9.1820e-04,-0.0478661
-9.1800e-04,2.37922,-0.0199172,,-9.1800e-04,-0.0477724
-9.1780e-04,2.38094,-0.0200281,,-9.1780e-04,-0.0476786
-9.1760e-04,2.38734,-0.0199859,,-9.1760e-04,-0.0480849
-9.1740e-04,2.39578,-0.0199953,,-9.1740e-04,-0.0477099
-9.1720e-04,2.39156,-0.0200438,,-9.1720e-04,-0.0480224
-9.1700e-04,2.39391,-0.0200578,,-9.1700e-04,-0.0477411
-9.1680e-04,2.38422,-0.0200203,,-9.1680e-04,-0.0478036
-9.1660e-04,2.38313,-0.0200125,,-9.1660e-04,-0.0479911
-9.1640e-04,2.38594,-0.0200016,,-9.1640e-04,-0.0478974
-9.1620e-04,2.38313,-0.0200391,,-9.1620e-04,-0.0479599
-9.1600e-04,2.39094,-0.0200641,,-9.1600e-04,-0.0477099
-9.1580e-04,2.38469,-0.020025,,-9.1580e-04,-0.0476474
-9.1560e-04,2.38141,-0.0200578,,-9.1560e-04,-0.0479286
-9.1540e-04,2.38516,-0.0199844,,-9.1540e-04,-0.0478036
-9.1520e-04,2.38234,-0.0199609,,-9.1520e-04,-0.0475849
-9.1500e-04,2.39422,-0.02005,,-9.1500e-04,-0.0476474
-9.1480e-04,2.38469,-0.0200219,,-9.1480e-04,-0.0478974
-9.1460e-04,2.38375,-0.0200188,,-9.1460e-04,-0.0477411
-9.1440e-04,2.38563,-0.0200672,,-9.1440e-04,-0.0478036
-9.1420e-04,2.38594,-0.0200563,,-9.1420e-04,-0.0476786
-9.1400e-04,2.38672,-0.0200344,,-9.1400e-04,-0.0475224
-9.1380e-04,2.38766,-0.0200297,,-9.1380e-04,-0.0476786
-9.1360e-04,2.38328,-0.0200156,,-9.1360e-04,-0.0479286
-9.1340e-04,2.38609,-0.0199922,,-9.1340e-04,-0.0477724
-9.1320e-04,2.38844,-0.0200078,,-9.1320e-04,-0.0477724
-9.1300e-04,2.38328,-0.0200844,,-9.1300e-04,-0.0477099
-9.1280e-04,2.38141,-0.0200125,,-9.1280e-04,-0.0478349
-9.1260e-04,2.38625,-0.0200313,,-9.1260e-04,-0.0479286
-9.1240e-04,2.38906,-0.0199984,,-9.1240e-04,-0.0477099
-9.1220e-04,2.38203,-0.0200875,,-9.1220e-04,-0.0478661
-9.1200e-04,2.38531,-0.0201141,,-9.1200e-04,-0.0475224
-9.1180e-04,2.39406,-0.0199922,,-9.1180e-04,-0.0477099
-9.1160e-04,2.37891,-0.0200391,,-9.1160e-04,-0.0477724
-9.1140e-04,2.38516,-0.0200406,,-9.1140e-04,-0.0477724
-9.1120e-04,2.38313,-0.0199422,,-9.1120e-04,-0.0477724
-9.1100e-04,2.38719,-0.0200188,,-9.1100e-04,-0.0476786
-9.1080e-04,2.38844,-0.0199422,,-9.1080e-04,-0.0477724
-9.1060e-04,2.38563,-0.0200359,,-9.1060e-04,-0.0479599
-9.1040e-04,2.38969,-0.0200266,,-9.1040e-04,-0.0477411
-9.1020e-04,2.38281,-0.0199953,,-9.1020e-04,-0.0477099
-9.1000e-04,2.37734,-0.0199672,,-9.1000e-04,-0.0476474
-9.0980e-04,2.38047,-0.0200156,,-9.0980e-04,-0.0477099
-9.0960e-04,2.38453,-0.0200172,,-9.0960e-04,-0.0477411
-9.0940e-04,2.385,-0.02,,-9.0940e-04,-0.0476786
-9.0920e-04,2.37938,-0.0200156,,-9.0920e-04,-0.0478349
-9.0900e-04,2.38187,-0.0200203,,-9.0900e-04,-0.0479286
-9.0880e-04,2.38891,-0.0199609,,-9.0880e-04,-0.0477411
-9.0860e-04,2.38656,-0.0199438,,-9.0860e-04,-0.0477411
-9.0840e-04,2.38656,-0.0200844,,-9.0840e-04,-0.0476786
-9.0820e-04,2.38266,-0.0200078,,-9.0820e-04,-0.0478349
-9.0800e-04,2.38297,-0.0199484,,-9.0800e-04,-0.0476786
-9.0780e-04,2.38437,-0.0199781,,-9.0780e-04,-0.0476786
-9.0760e-04,2.37656,-0.0200141,,-9.0760e-04,-0.0477724
-9.0740e-04,2.38219,-0.0199984,,-9.0740e-04,-0.0477724
-9.0720e-04,2.385,-0.0200531,,-9.0720e-04,-0.0478974
-9.0700e-04,2.37781,-0.0200375,,-9.0700e-04,-0.0476786
-9.0680e-04,2.38187,-0.0200047,,-9.0680e-04,-0.0477724
-9.0660e-04,2.3875,-0.0200609,,-9.0660e-04,-0.0477411
-9.0640e-04,2.37594,-0.0199922,,-9.0640e-04,-0.0478036
-9.0620e-04,2.385,-0.0199641,,-9.0620e-04,-0.0478661
-9.0600e-04,2.39328,-0.0200438,,-9.0600e-04,-0.0480536
-9.0580e-04,2.38719,-0.0199469,,-9.0580e-04,-0.0477099
-9.0560e-04,2.37766,-0.0200359,,-9.0560e-04,-0.0477724
-9.0540e-04,2.38734,-0.0199609,,-9.0540e-04,-0.0476161
-9.0520e-04,2.38531,-0.0200719,,-9.0520e-04,-0.0476161
-9.0500e-04,2.38625,-0.0200016,,-9.0500e-04,-0.0475849
-9.0480e-04,2.39109,-0.0199938,,-9.0480e-04,-0.0476786
-9.0460e-04,2.37922,-0.0199813,,-9.0460e-04,-0.0479286
-9.0440e-04,2.38375,-0.0200047,,-9.0440e-04,-0.0479911
-9.0420e-04,2.38531,-0.0200391,,-9.0420e-04,-0.0477411
-9.0400e-04,2.38422,-0.0200297,,-9.0400e-04,-0.0479286
-9.0380e-04,2.38563,-0.0200141,,-9.0380e-04,-0.0475849
-9.0360e-04,2.38828,-0.0200266,,-9.0360e-04,-0.0476786
-9.0340e-04,2.39016,-0.0200469,,-9.0340e-04,-0.0478349
-9.0320e-04,2.38094,-0.0199688,,-9.0320e-04,-0.0478036
-9.0300e-04,2.38578,-0.0200422,,-9.0300e-04,-0.0477099
-9.0280e-04,2.38719,-0.0199672,,-9.0280e-04,-0.0477099
-9.0260e-04,2.38375,-0.0199625,,-9.0260e-04,-0.0476786
-9.0240e-04,2.38594,-0.0200094,,-9.0240e-04,-0.0479911
-9.0220e-04,2.38281,-0.0200141,,-9.0220e-04,-0.0477099
-9.0200e-04,2.39047,-0.0200328,,-9.0200e-04,-0.0480849
-9.0180e-04,2.38891,-0.0200406,,-9.0180e-04,-0.0479911
-9.0160e-04,2.37984,-0.0199938,,-9.0160e-04,-0.0478349
-9.0140e-04,2.37891,-0.0200109,,-9.0140e-04,-0.0477724
-9.0120e-04,2.39219,-0.0200125,,-9.0120e-04,-0.0479911
-9.0100e-04,2.38875,-0.0200328,,-9.0100e-04,-0.0476161
-9.0080e-04,2.38687,-0.0199906,,-9.0080e-04,-0.0478661
-9.0060e-04,2.37391,-0.0199469,,-9.0060e-04,-0.0476474
-9.0040e-04,2.385,-0.0200609,,-9.0040e-04,-0.0478974
-9.0020e-04,2.38875,-0.0200141,,-9.0020e-04,-0.0478974
-9.0000e-04,2.38531,-0.0199516,,-9.0000e-04,-0.0476161
-8.9980e-04,2.38953,-0.0200453,,-8.9980e-04,-0.0476161
-8.9960e-04,2.38578,-0.0199719,,-8.9960e-04,-0.0478661
-8.9940e-04,2.38625,-0.0200047,,-8.9940e-04,-0.0479599
-8.9920e-04,2.37594,-0.0200109,,-8.9920e-04,-0.0477411
-8.9900e-04,2.38687,-0.01995,,-8.9900e-04,-0.0477411
-8.9880e-04,2.39094,-0.0200078,,-8.9880e-04,-0.0477411
-8.9860e-04,2.37813,-0.0200344,,-8.9860e-04,-0.0477724
-8.9840e-04,2.38,-0.0199656,,-8.9840e-04,-0.0476474
-8.9820e-04,2.38359,-0.0200563,,-8.9820e-04,-0.0478974
-8.9800e-04,2.38281,-0.0200469,,-8.9800e-04,-0.0476161
-8.9780e-04,2.38422,-0.0200859,,-8.9780e-04,-0.0477099
-8.9760e-04,2.3825,-0.0199953,,-8.9760e-04,-0.0479286
-8.9740e-04,2.38656,-0.0199078,,-8.9740e-04,-0.0476786
-8.9720e-04,2.38672,-0.0200078,,-8.9720e-04,-0.0474911
-8.9700e-04,2.38453,-0.0199688,,-8.9700e-04,-0.0479286
-8.9680e-04,2.38453,-0.0200203,,-8.9680e-04,-0.0476161
-8.9660e-04,2.38437,-0.019925,,-8.9660e-04,-0.0480224
-8.9640e-04,2.38172,-0.0199578,,-8.9640e-04,-0.0478036
-8.9620e-04,2.38516,-0.0200203,,-8.9620e-04,-0.0476786
-8.9600e-04,2.38266,-0.0200406,,-8.9600e-04,-0.0477099
-8.9580e-04,2.39062,-0.0200281,,-8.9580e-04,-0.0478036
-8.9560e-04,2.37688,-0.0199734,,-8.9560e-04,-0.0478661
-8.9540e-04,2.38656,-0.0200516,,-8.9540e-04,-0.0478974
-8.9520e-04,2.38469,-0.0200375,,-8.9520e-04,-0.0477724
-8.9500e-04,2.38938,-0.0200063,,-8.9500e-04,-0.0476474
-8.9480e-04,2.38313,-0.0200297,,-8.9480e-04,-0.0475849
-8.9460e-04,2.37875,-0.0199844,,-8.9460e-04,-0.0476161
-8.9440e-04,2.38625,-0.0199891,,-8.9440e-04,-0.0477099
-8.9420e-04,2.37641,-0.0199484,,-8.9420e-04,-0.0477724
-8.9400e-04,2.38984,-0.0199672,,-8.9400e-04,-0.0476786
-8.9380e-04,2.37953,-0.0199547,,-8.9380e-04,-0.0480849
-8.9360e-04,2.38125,-0.0199906,,-8.9360e-04,-0.0477099
-8.9340e-04,2.37844,-0.0199641,,-8.9340e-04,-0.0478036
-8.9320e-04,2.38547,-0.0199594,,-8.9320e-04,-0.0479599
-8.9300e-04,2.38484,-0.0199781,,-8.9300e-04,-0.0476786
-8.9280e-04,2.37828,-0.0200047,,-8.9280e-04,-0.0474599
-8.9260e-04,2.38422,-0.0200156,,-8.9260e-04,-0.0475849
-8.9240e-04,2.39094,-0.0199844,,-8.9240e-04,-0.0474599
-8.9220e-04,2.38734,-0.0199484,,-8.9220e-04,-0.0477724
-8.9200e-04,2.38703,-0.0200578,,-8.9200e-04,-0.0476474
-8.9180e-04,2.38031,-0.0200063,,-8.9180e-04,-0.0477724
-8.9160e-04,2.38672,-0.0199844,,-8.9160e-04,-0.0476786
-8.9140e-04,2.38953,-0.0199859,,-8.9140e-04,-0.0477724
-8.9120e-04,2.38891,-0.0199625,,-8.9120e-04,-0.0478349
-8.9100e-04,2.38297,-0.0199313,,-8.9100e-04,-0.0475224
-8.9080e-04,2.38922,-0.0199656,,-8.9080e-04,-0.0478974
-8.9060e-04,2.38625,-0.0199594,,-8.9060e-04,-0.0477099
-8.9040e-04,2.38609,-0.0200063,,-8.9040e-04,-0.0475536
-8.9020e-04,2.38234,-0.0200234,,-8.9020e-04,-0.0477411
-8.9000e-04,2.37828,-0.0200094,,-8.9000e-04,-0.0476161
-8.8980e-04,2.38563,-0.0199516,,-8.8980e-04,-0.0478661
-8.8960e-04,2.37797,-0.0199703,,-8.8960e-04,-0.0477724
-8.8940e-04,2.38547,-0.0200141,,-8.8940e-04,-0.0478036
-8.8920e-04,2.38594,-0.0200578,,-8.8920e-04,-0.0474599
-8.8900e-04,2.3925,-0.0199875,,-8.8900e-04,-0.0478661
-8.8880e-04,2.38859,-0.0200125,,-8.8880e-04,-0.0476161
-8.8860e-04,2.37969,-0.0199625,,-8.8860e-04,-0.0477411
-8.8840e-04,2.38813,-0.0199734,,-8.8840e-04,-0.0477411
-8.8820e-04,2.3825,-0.0199609,,-8.8820e-04,-0.0478349
-8.8800e-04,2.38281,-0.0199359,,-8.8800e-04,-0.0477724
-8.8780e-04,2.38719,-0.02,,-8.8780e-04,-0.0476161
-8.8760e-04,2.38469,-0.0199422,,-8.8760e-04,-0.0478661
-8.8740e-04,2.37844,-0.0199297,,-8.8740e-04,-0.0474911
-8.8720e-04,2.38797,-0.0200234,,-8.8720e-04,-0.0478036
-8.8700e-04,2.38469,-0.0199844,,-8.8700e-04,-0.0478974
-8.8680e-04,2.38109,-0.0200281,,-8.8680e-04,-0.0478036
-8.8660e-04,2.38875,-0.0199703,,-8.8660e-04,-0.0478349
-8.8640e-04,2.38453,-0.0199328,,-8.8640e-04,-0.0477411
-8.8620e-04,2.38437,-0.0198891,,-8.8620e-04,-0.0478661
-8.8600e-04,2.37188,-0.0200359,,-8.8600e-04,-0.0476474
-8.8580e-04,2.38844,-0.0200156,,-8.8580e-04,-0.0477724
-8.8560e-04,2.38641,-0.0200109,,-8.8560e-04,-0.0475224
-8.8540e-04,2.38266,-0.0200781,,-8.8540e-04,-0.0478661
-8.8520e-04,2.38375,-0.0200313,,-8.8520e-04,-0.0478349
-8.8500e-04,2.38547,-0.0200234,,-8.8500e-04,-0.0477724
-8.8480e-04,2.38984,-0.0200078,,-8.8480e-04,-0.0476474
-8.8460e-04,2.38547,-0.0200359,,-8.8460e-04,-0.0478036
-8.8440e-04,2.38484,-0.0199797,,-8.8440e-04,-0.0478349
-8.8420e-04,2.38375,-0.0198875,,-8.8420e-04,-0.0479599
-8.8400e-04,2.39062,-0.0199734,,-8.8400e-04,-0.0477724
-8.8380e-04,2.37453,-0.0200547,,-8.8380e-04,-0.0474286
-8.8360e-04,2.38922,-0.0200844,,-8.8360e-04,-0.0479599
-8.8340e-04,2.37531,-0.0199391,,-8.8340e-04,-0.0477411
-8.8320e-04,2.38281,-0.0199609,,-8.8320e-04,-0.0478036
-8.8300e-04,2.37906,-0.0199406,,-8.8300e-04,-0.0475849
-8.8280e-04,2.37547,-0.0199078,,-8.8280e-04,-0.0476161
-8.8260e-04,2.38063,-0.0200094,,-8.8260e-04,-0.0476161
-8.8240e-04,2.38422,-0.0199578,,-8.8240e-04,-0.0475849
-8.8220e-04,2.38594,-0.0199813,,-8.8220e-04,-0.0477411
-8.8200e-04,2.38156,-0.0198844,,-8.8200e-04,-0.0476161
-8.8180e-04,2.39,-0.0199531,,-8.8180e-04,-0.0476474
-8.8160e-04,2.37922,-0.0200063,,-8.8160e-04,-0.0475849
-8.8140e-04,2.38563,-0.02005,,-8.8140e-04,-0.0477724
-8.8120e-04,2.38469,-0.0200109,,-8.8120e-04,-0.0477099
-8.8100e-04,2.37828,-0.0199391,,-8.8100e-04,-0.0477099
-8.8080e-04,2.38469,-0.0199594,,-8.8080e-04,-0.0479599
-8.8060e-04,2.38563,-0.0199531,,-8.8060e-04,-0.0478661
-8.8040e-04,2.38453,-0.0200016,,-8.8040e-04,-0.0475849
-8.8020e-04,2.37953,-0.0199516,,-8.8020e-04,-0.0475849
-8.8000e-04,2.38563,-0.0199594,,-8.8000e-04,-0.0478036
-8.7980e-04,2.39359,-0.0199578,,-8.7980e-04,-0.0478349
-8.7960e-04,2.38094,-0.0199516,,-8.7960e-04,-0.0474911
-8.7940e-04,2.38625,-0.0199,,-8.7940e-04,-0.0475849
-8.7920e-04,2.38437,-0.0200391,,-8.7920e-04,-0.0475536
-8.7900e-04,2.39078,-0.0199516,,-8.7900e-04,-0.0474911
-8.7880e-04,2.38,-0.0200078,,-8.7880e-04,-0.0474911
-8.7860e-04,2.38313,-0.0199531,,-8.7860e-04,-0.0477724
-8.7840e-04,2.37375,-0.0200047,,-8.7840e-04,-0.0476786
-8.7820e-04,2.38828,-0.0199344,,-8.7820e-04,-0.0476786
-8.7800e-04,2.38391,-0.0199938,,-8.7800e-04,-0.0474911
-8.7780e-04,2.37656,-0.0199672,,-8.7780e-04,-0.0476161
-8.7760e-04,2.38,-0.0200078,,-8.7760e-04,-0.0478974
-8.7740e-04,2.38,-0.0198891,,-8.7740e-04,-0.0476474
-8.7720e-04,2.38922,-0.0199656,,-8.7720e-04,-0.0476161
-8.7700e-04,2.38938,-0.0199625,,-8.7700e-04,-0.0478036
-8.7680e-04,2.38469,-0.0199188,,-8.7680e-04,-0.0477411
-8.7660e-04,2.38391,-0.0199391,,-8.7660e-04,-0.0477411
-8.7640e-04,2.38656,-0.0200672,,-8.7640e-04,-0.0477724
-8.7620e-04,2.38172,-0.0199422,,-8.7620e-04,-0.0479599
-8.7600e-04,2.39156,-0.0199453,,-8.7600e-04,-0.0476161
-8.7580e-04,2.3775,-0.0199938,,-8.7580e-04,-0.0478661
-8.7560e-04,2.37953,-0.019925,,-8.7560e-04,-0.0477411
-8.7540e-04,2.38016,-0.0200469,,-8.7540e-04,-0.0478036
-8.7520e-04,2.38375,-0.0199281,,-8.7520e-04,-0.0475536
-8.7500e-04,2.38484,-0.0199844,,-8.7500e-04,-0.0477099
-8.7480e-04,2.39203,-0.0199766,,-8.7480e-04,-0.0476786
-8.7460e-04,2.39125,-0.0199953,,-8.7460e-04,-0.0476474
-8.7440e-04,2.385,-0.0199906,,-8.7440e-04,-0.0476474
-8.7420e-04,2.38172,-0.0200688,,-8.7420e-04,-0.0477411
-8.7400e-04,2.38109,-0.0200063,,-8.7400e-04,-0.0478661
-8.7380e-04,2.38484,-0.0200313,,-8.7380e-04,-0.0477724
-8.7360e-04,2.385,-0.0199766,,-8.7360e-04,-0.0476786
-8.7340e-04,2.37922,-0.0200438,,-8.7340e-04,-0.0477724
-8.7320e-04,2.38156,-0.0200031,,-8.7320e-04,-0.0478036
-8.7300e-04,2.38266,-0.0200109,,-8.7300e-04,-0.0474911
-8.7280e-04,2.37922,-0.0199516,,-8.7280e-04,-0.0476474
-8.7260e-04,2.37594,-0.0200359,,-8.7260e-04,-0.0475536
-8.7240e-04,2.38672,-0.0200594,,-8.7240e-04,-0.0479599
-8.7220e-04,2.38422,-0.0199672,,-8.7220e-04,-0.0478036
-8.7200e-04,2.38266,-0.0199594,,-8.7200e-04,-0.0476786
-8.7180e-04,2.37719,-0.0199984,,-8.7180e-04,-0.0475224
-8.7160e-04,2.37656,-0.0199172,,-8.7160e-04,-0.0476161
-8.7140e-04,2.38969,-0.0199391,,-8.7140e-04,-0.0479286
-8.7120e-04,2.38656,-0.0199984,,-8.7120e-04,-0.0477724
-8.7100e-04,2.38109,-0.0199453,,-8.7100e-04,-0.0477724
-8.7080e-04,2.38234,-0.0199641,,-8.7080e-04,-0.0475536
-8.7060e-04,2.37984,-0.0199453,,-8.7060e-04,-0.0473661
-8.7040e-04,2.39031,-0.0199047,,-8.7040e-04,-0.0476786
-8.7020e-04,2.38375,-0.0200078,,-8.7020e-04,-0.0477099
-8.7000e-04,2.38437,-0.0199594,,-8.7000e-04,-0.0477099
-8.6980e-04,2.38063,-0.0199703,,-8.6980e-04,-0.0475849
-8.6960e-04,2.38563,-0.0199875,,-8.6960e-04,-0.0477411
-8.6940e-04,2.38703,-0.0199969,,-8.6940e-04,-0.0475224
-8.6920e-04,2.37094,-0.0199672,,-8.6920e-04,-0.0476161
-8.6900e-04,2.37844,-0.0199672,,-8.6900e-04,-0.0475849
-8.6880e-04,2.385,-0.0200547,,-8.6880e-04,-0.0477411
-8.6860e-04,2.38359,-0.0200719,,-8.6860e-04,-0.0478036
-8.6840e-04,2.38047,-0.0199359,,-8.6840e-04,-0.0475536
-8.6820e-04,2.38531,-0.0199688,,-8.6820e-04,-0.0475224
-8.6800e-04,2.37188,-0.0199656,,-8.6800e-04,-0.0477724
-8.6780e-04,2.3875,-0.0199313,,-8.6780e-04,-0.0477411
-8.6760e-04,2.38047,-0.0200422,,-8.6760e-04,-0.0475849
-8.6740e-04,2.38453,-0.0200203,,-8.6740e-04,-0.0476474
